episode,reward
20340794,-7.215
20376530,-6.18
20412117,-7.575
20447981,-6.885
20483622,-6.83
20519450,-7.675
20555021,-7.975
20590948,-7.28
20626512,-7.125
20662059,-8.01
20697843,-8.09
20733458,-6.53
20769099,-6.4
20804668,-6.735
20840614,-7.44
20876321,-7.795
20911719,-7.515
20970176,-11.735
21036976,-2.105
21105133,0.94
21172202,2.61
21237430,0.88
21302456,3.28
21364259,0.745
21425809,4.57
21487894,5.255
21550048,-7.33
21612265,1.725
21673449,1.425
21735926,3.16
21799312,0.11
21864336,2.11
21932655,-3.005
22003313,3.905
22075567,-1.335
22148732,-5.005
22223400,-12.025
22298714,2.775
22374833,0.575
22451828,2.865
