episode,reward
5437165,0.1675
5457195,0.26
5477320,-0.005
5497453,0.08
5517332,0.095
5537345,0.0575
5557251,0.1175
5577723,0.225
5597622,0.1575
5617692,0.1175
5638097,0.18
5658187,0.1975
5678478,0.135
5698723,0.32
5718958,-0.1375
5739130,0.065
5759294,-0.02
5779662,0.4225
5799945,0.0325
5819922,0.1775
5840154,0.2575
5860310,0.19
5880197,-0.0275
5900352,0.0275
5920792,0.325
5940706,0.1775
5960758,-0.1775
5980685,-0.1625
6000703,0.29
6020483,0.1725
6040366,0.075
6060502,-0.2425
6080777,0.055
6101333,0.2775
6130154,0.1825
6159123,-0.0925
6187439,0.1075
6215641,0.1775
6244125,0.09
6272727,0.56
