episode,reward
45764219,0.0175
45798174,0.4425
45831452,0.29
45864760,0.1625
45898599,0.49
45932282,0.5
45966126,0.1525
45999630,0.0425
46032999,0.1875
46070336,1.6025
46115045,1.39
46160189,2.0
46204567,1.8775
46248326,1.955
46294059,2.4425
46339148,2.1325
46384958,1.6575
46429344,1.8575
46475769,2.075
46520839,2.0025
46567187,1.9475
46613357,1.725
46659870,1.42
46706364,2.14
46752937,1.49
46799974,1.865
46847192,2.295
46893630,1.7375
46940526,2.215
46986270,1.41
47033134,1.9125
47080631,2.015
47127963,2.3175
47176180,1.79
47223039,1.8575
47270129,1.7775
47317445,1.97
47364971,2.4125
47412514,2.2325
47460405,2.19
