episode,reward
18153941,-0.105
18164007,-0.23
18174066,-0.03
18184121,-0.155
18194173,-0.265
18204229,-0.235
18214289,-0.19
18224348,-0.27
18234409,-0.165
18244463,-0.31
18254526,-0.18
18264589,-0.165
18274645,-0.15
18284702,-0.32
18294754,-0.24
18304808,-0.18
18314863,-0.26
18324918,-0.285
18336198,-0.115
18350860,-0.005
18366278,-0.065
18381933,-0.035
18397643,0.055
18413230,-0.125
18429081,-0.01
18444893,-0.07
18460698,-0.14
18476571,-0.14
18492451,-0.18
18508308,-0.095
18524151,-0.135
18539974,-0.025
18555769,-0.13
18571323,-0.1
18586875,-0.05
18602707,-0.125
18618456,-0.155
18634124,0.0
18650053,-0.2
18665690,-0.125
