episode,reward
18681325,-1.0
18700517,-1.0
18719544,-1.0
18738792,-1.0
18758071,-1.0
18777397,-1.0
18796516,-1.0
18815692,-1.0
18834826,-1.0
18854189,-1.0
18873463,-1.0
18892728,-1.0
18907973,-0.12
18919090,-0.185
18930452,-0.28
18941994,-0.125
18953662,-0.095
18965299,-0.25
18977083,-0.225
18989258,-0.065
19001873,-0.14
19014274,-0.055
19026331,-0.09
19038072,-0.165
19049794,-0.235
19061603,-0.2
19073713,-0.075
19086346,-0.19
19098770,-0.13
19110961,-0.16
19122946,-0.15
19134803,-0.125
19146885,-0.065
19159458,-0.18
19171596,-0.11
19183728,-0.16
19196093,-0.035
19207910,-0.135
19220206,-0.15
19232449,-0.14
