# _tick,_time,frames,mean_episode_return_0,loss_0
0,1714338072.5008743,0,-0.9804037809371948,1.108810305595398
1,1714338073.5546086,3200,-0.6187392473220825,1.1967259645462036
2,1714338074.6260366,6400,-0.46966853737831116,0.9482511281967163
3,1714338075.7727792,9600,-0.4010147154331207,0.9086891412734985
4,1714338076.9063268,12800,-0.35318538546562195,0.9051584005355835
5,1714338078.0441096,16000,-0.32009437680244446,0.8761236071586609
6,1714338079.140461,19200,-0.30037805438041687,0.9013800621032715
7,1714338080.2299323,22400,-0.2887076735496521,0.930183470249176
8,1714338081.4112074,25600,-0.27653008699417114,0.8824572563171387
9,1714338082.478008,28800,-0.2662220895290375,0.8610527515411377
10,1714338083.5012798,32000,-0.2586268186569214,0.8308965563774109
11,1714338084.5736895,35200,-0.25070610642433167,0.8179425597190857
12,1714338085.638725,38400,-0.24683959782123566,0.8163793683052063
13,1714338086.6461887,41600,-0.23760703206062317,0.8604660034179688
14,1714338087.741969,44800,-0.23528696596622467,0.8561050295829773
15,1714338088.7610147,48000,-0.23149710893630981,0.9061052203178406
16,1714338089.7831821,51200,-0.2272094339132309,0.8374080061912537
17,1714338090.8180814,54400,-0.2235642522573471,0.7994299530982971
18,1714338091.9399526,57600,-0.2197919338941574,0.8261290192604065
19,1714338092.908091,60800,-0.21404914557933807,0.8563783764839172
20,1714338093.8828912,64000,-0.20867286622524261,0.8515805602073669
21,1714338094.9006653,67200,-0.2031121701002121,0.8440996408462524
22,1714338095.906175,70400,-0.19699859619140625,0.8694323897361755
23,1714338096.9158945,73600,-0.193476602435112,0.8766935467720032
24,1714338097.9961185,76800,-0.19021449983119965,0.8478349447250366
25,1714338098.987457,80000,-0.18734297156333923,0.8484374284744263
26,1714338099.9388976,83200,-0.1841755211353302,0.834998607635498
27,1714338100.9979234,86400,-0.1825629025697708,0.8447309136390686
28,1714338102.0513337,89600,-0.1787327378988266,0.8699153065681458
29,1714338103.1018524,92800,-0.17881982028484344,0.916764497756958
30,1714338104.230685,96000,-0.17607387900352478,0.8588727712631226
31,1714338105.2685394,99200,-0.17371702194213867,0.8423248529434204
32,1714338106.4018166,102400,-0.1716504544019699,0.8376924395561218
33,1714338107.5280037,105600,-0.1697269082069397,0.8217573761940002
34,1714338108.5666084,108800,-0.16783638298511505,0.8343729376792908
35,1714338109.6989896,112000,-0.16599231958389282,0.8193931579589844
36,1714338110.7517068,115200,-0.163176491856575,0.8281756639480591
37,1714338111.8746812,118400,-0.1609863042831421,0.8237491846084595
38,1714338112.9290607,121600,-0.15955917537212372,0.8147504329681396
39,1714338113.9776354,124800,-0.15748673677444458,0.839864194393158
40,1714338115.0965476,128000,-0.15499112010002136,0.8498647809028625
41,1714338116.1250148,131200,-0.15397177636623383,0.8409425616264343
42,1714338117.2260792,134400,-0.15233775973320007,0.8494979739189148
43,1714338118.3401408,137600,-0.15379875898361206,0.879184365272522
44,1714338119.6226735,140800,-0.15271538496017456,0.8729130625724792
45,1714338120.9176784,144000,-0.15202628076076508,0.8269729614257812
46,1714338122.0920312,147200,-0.15053361654281616,0.8320342898368835
47,1714338123.3333762,150400,-0.14882835745811462,0.8168508410453796
48,1714338124.588745,153600,-0.14750252664089203,0.8297324180603027
49,1714338125.8467903,156800,-0.14639686048030853,0.832224428653717
50,1714338127.0251715,160000,-0.14505398273468018,0.8400059342384338
51,1714338128.2819028,163200,-0.14405988156795502,0.8715225458145142
52,1714338129.516521,166400,-0.1430141180753708,0.8329312205314636
53,1714338130.790546,169600,-0.14260096848011017,0.842069685459137
54,1714338131.8868852,172800,-0.141478031873703,0.8279486298561096
55,1714338132.9947734,176000,-0.1404549926519394,0.850087583065033
56,1714338134.0641863,179200,-0.14011558890342712,0.8213297128677368
57,1714338135.1360066,182400,-0.13920369744300842,0.8304625153541565
58,1714338136.282881,185600,-0.13792000710964203,0.831601619720459
59,1714338137.3211653,188800,-0.13689354062080383,0.8254983425140381
60,1714338138.453678,192000,-0.13659177720546722,0.8134127855300903
61,1714338139.5275166,195200,-0.13595199584960938,0.8105522394180298
62,1714338140.6534598,198400,-0.13451679050922394,0.8031390309333801
63,1714338141.6920645,201600,-0.13366228342056274,0.8143389225006104
64,1714338142.8210108,204800,-0.13269779086112976,0.8364241719245911
65,1714338143.887092,208000,-0.13208916783332825,0.8460953235626221
66,1714338144.9830759,211200,-0.1315915584564209,0.858244776725769
67,1714338146.0949972,214400,-0.13080906867980957,0.8668758869171143
68,1714338147.1679716,217600,-0.13109828531742096,0.8464481234550476
69,1714338148.342689,220800,-0.13106681406497955,0.8152560591697693
70,1714338149.388259,224000,-0.1303069293498993,0.8001176714897156
71,1714338150.4515452,227200,-0.13016796112060547,0.8217233419418335
72,1714338151.5496862,230400,-0.12959040701389313,0.7994657158851624
73,1714338152.6464088,233600,-0.1291033774614334,0.8151612877845764
74,1714338153.7733693,236800,-0.12818506360054016,0.8258611559867859
75,1714338154.82412,240000,-0.12737902998924255,0.8431132435798645
76,1714338155.932896,243200,-0.1262388527393341,0.8101280331611633
77,1714338156.9827974,246400,-0.12596125900745392,0.8368197083473206
78,1714338158.1320415,249600,-0.12561121582984924,0.7998539209365845
79,1714338159.1492715,252800,-0.1253579556941986,0.8305283188819885
80,1714338160.1971738,256000,-0.12462311238050461,0.8280642628669739
81,1714338161.2284722,259200,-0.12462770938873291,0.8215517401695251
82,1714338162.2260513,262400,-0.12396981567144394,0.8617399334907532
83,1714338163.2943907,265600,-0.12360069900751114,0.844637393951416
84,1714338164.2620704,268800,-0.12304845452308655,0.8107669353485107
85,1714338165.344669,272000,-0.12283363193273544,0.8082623481750488
86,1714338166.354524,275200,-0.12266107648611069,0.8216593861579895
87,1714338167.3351336,278400,-0.12258478999137878,0.8162522315979004
88,1714338168.3706143,281600,-0.12195824086666107,0.8383800387382507
89,1714338169.39029,284800,-0.12170495837926865,0.8134385943412781
90,1714338170.3968568,288000,-0.12096864730119705,0.7877758145332336
91,1714338171.4187074,291200,-0.12065472453832626,0.7928064465522766
92,1714338172.432205,294400,-0.12027386575937271,0.8733989000320435
93,1714338173.4400008,297600,-0.12013418227434158,0.8278080821037292
94,1714338174.471804,300800,-0.11955896764993668,0.8205870985984802
95,1714338175.4605453,304000,-0.11898588389158249,0.8095709085464478
96,1714338176.4905925,307200,-0.11846312135457993,0.8161213397979736
97,1714338177.5607095,310400,-0.11834432929754257,0.8147193789482117
98,1714338178.5328946,313600,-0.11856839805841446,0.7818664312362671
99,1714338179.491473,316800,-0.11831924319267273,0.8128640055656433
100,1714338180.5495832,320000,-0.10923875123262405,0.7923731803894043
101,1714338181.5252292,323200,-0.10740972310304642,0.8105248212814331
102,1714338182.5934067,326400,-0.10629333555698395,0.8065602779388428
103,1714338183.6343167,329600,-0.10537668317556381,0.815952479839325
104,1714338184.7128446,332800,-0.10473764687776566,0.8084258437156677
105,1714338185.787721,336000,-0.1032087579369545,0.8023641705513
106,1714338186.8559268,339200,-0.10195811092853546,0.8175176382064819
107,1714338187.988947,342400,-0.10066496580839157,0.8142256140708923
108,1714338189.0092962,345600,-0.09988132119178772,0.7976774573326111
109,1714338190.1646981,348800,-0.09864156693220139,0.8188949823379517
110,1714338191.1887572,352000,-0.09766940772533417,0.8019387722015381
111,1714338192.3119032,355200,-0.09655994176864624,0.8110751509666443
112,1714338193.5723176,358400,-0.09526561945676804,0.8113586902618408
113,1714338194.7132208,361600,-0.09588339179754257,0.8534257411956787
114,1714338196.0119226,364800,-0.09476282447576523,0.8311104774475098
115,1714338197.1635256,368000,-0.09390493482351303,0.7917600274085999
116,1714338198.3357694,371200,-0.09337196499109268,0.8101615905761719
117,1714338199.6210408,374400,-0.09254182875156403,0.8089471459388733
118,1714338200.7797704,377600,-0.09186209738254547,0.8134779930114746
119,1714338202.0635812,380800,-0.09151410311460495,0.8065837025642395
120,1714338203.2319033,384000,-0.09145945310592651,0.7865080833435059
121,1714338204.4428174,387200,-0.09139537811279297,0.8020176887512207
122,1714338205.6668198,390400,-0.09166141599416733,0.7987058758735657
123,1714338206.850021,393600,-0.09166602790355682,0.7910752892494202
124,1714338208.0500083,396800,-0.09147477895021439,0.8050267100334167
125,1714338209.277368,400000,-0.09089180082082748,0.8067434430122375
126,1714338210.434503,403200,-0.09133798629045486,0.8438728451728821
127,1714338211.5917575,406400,-0.09079598635435104,0.8135267496109009
128,1714338212.890788,409600,-0.09092380851507187,0.8012763857841492
129,1714338214.0899937,412800,-0.08988721668720245,0.7756370306015015
130,1714338215.3528373,416000,-0.09000995010137558,0.820717990398407
131,1714338216.482663,419200,-0.0897921770811081,0.8073886632919312
132,1714338217.7144573,422400,-0.08944841474294662,0.8619787693023682
133,1714338219.013298,425600,-0.08918378502130508,0.871249794960022
134,1714338220.1577885,428800,-0.08876644819974899,0.8170070052146912
135,1714338221.4236102,432000,-0.0886298269033432,0.8245948553085327
136,1714338222.41846,435200,-0.08925855904817581,0.8160718679428101
137,1714338223.441172,438400,-0.08919929713010788,0.8048675060272217
138,1714338224.5674496,441600,-0.0889301598072052,0.8016666173934937
139,1714338225.6036189,444800,-0.08885302394628525,0.8107136487960815
140,1714338226.7470138,448000,-0.08896801620721817,0.8019404411315918
141,1714338227.8176877,451200,-0.08839841932058334,0.8144152760505676
142,1714338228.9239185,454400,-0.08859580755233765,0.7959657907485962
143,1714338229.9482186,457600,-0.0873258039355278,0.8417514562606812
144,1714338230.9853837,460800,-0.08730029314756393,0.8391607403755188
145,1714338232.1355386,464000,-0.08645913004875183,0.8296841382980347
146,1714338233.1765878,467200,-0.08664897084236145,0.8162403106689453
147,1714338234.2988567,470400,-0.08669675886631012,0.8158223032951355
148,1714338235.342924,473600,-0.08649270236492157,0.8151752352714539
149,1714338236.4055233,476800,-0.08602876961231232,0.7886551022529602
150,1714338237.5303895,480000,-0.086209736764431,0.8032901883125305
151,1714338238.5333068,483200,-0.08606714010238647,0.8221943378448486
152,1714338239.6532655,486400,-0.08591543138027191,0.8028073906898499
153,1714338240.74466,489600,-0.08540137112140656,0.8017441034317017
154,1714338241.8247204,492800,-0.08572094142436981,0.7684410810470581
155,1714338242.9067035,496000,-0.08558884263038635,0.8102352023124695
156,1714338243.9661837,499200,-0.08533228188753128,0.7952699065208435
157,1714338245.0751538,502400,-0.08511991798877716,0.8245002031326294
158,1714338246.1152415,505600,-0.08507531881332397,0.8008739352226257
159,1714338247.2773857,508800,-0.08479811996221542,0.832816481590271
160,1714338248.329367,512000,-0.0841025561094284,0.8350736498832703
161,1714338249.3600237,515200,-0.0838555172085762,0.815436601638794
162,1714338250.5661244,518400,-0.08417140692472458,0.7905240058898926
163,1714338251.7077792,521600,-0.08401122689247131,0.8218614459037781
164,1714338253.0089147,524800,-0.08428427577018738,0.7911117672920227
165,1714338254.1903176,528000,-0.08412338048219681,0.8092460036277771
166,1714338255.3754113,531200,-0.08410001546144485,0.8018153309822083
167,1714338256.5717654,534400,-0.08439865708351135,0.8255093097686768
168,1714338257.8016276,537600,-0.08384020626544952,0.8081420063972473
169,1714338259.0022783,540800,-0.08327421545982361,0.7969728708267212
170,1714338260.2447755,544000,-0.08323498070240021,0.7997556924819946
171,1714338261.4109325,547200,-0.08273599296808243,0.7935320138931274
172,1714338262.6043112,550400,-0.08270979672670364,0.8146970272064209
173,1714338263.8705046,553600,-0.08246880769729614,0.7928739786148071
174,1714338265.0484152,556800,-0.0824858546257019,0.7884475588798523
175,1714338266.2785144,560000,-0.08263187110424042,0.7816619277000427
176,1714338267.5035205,563200,-0.08291086554527283,0.8020273447036743
177,1714338268.689091,566400,-0.08285992592573166,0.7782647609710693
178,1714338269.9479947,569600,-0.08261822909116745,0.7784743309020996
179,1714338271.1738698,572800,-0.08230265974998474,0.794594943523407
180,1714338272.3636239,576000,-0.08221431821584702,0.8043510317802429
181,1714338273.6464787,579200,-0.0816659927368164,0.7896484136581421
182,1714338274.8480625,582400,-0.08198051154613495,0.8057321906089783
183,1714338276.0121655,585600,-0.08220639079809189,0.8122028112411499
184,1714338277.4367661,588800,-0.08225157111883163,0.8129602074623108
185,1714338278.6983063,592000,-0.08203693479299545,0.8081096410751343
186,1714338279.9354749,595200,-0.08195175230503082,0.8171002864837646
187,1714338281.2325394,598400,-0.08147925138473511,0.8055517673492432
188,1714338282.4537594,601600,-0.08161158859729767,0.8142955899238586
189,1714338283.7660348,604800,-0.08137225359678268,0.7932371497154236
190,1714338284.969575,608000,-0.08190974593162537,0.7939201593399048
