episode,reward
16975444,-1.0
16994819,-1.0
17013934,-1.0
17033162,-0.99
17052252,-1.0
17071477,-0.99
17090480,-1.0
17109618,-1.0
17128792,-1.0
17147996,-1.0
17167051,-1.0
17186138,-0.99
17203142,-0.305
17213235,-0.16
17223289,-0.17
17233348,-0.15
17243585,-0.095
17254720,-0.21
17266530,-0.115
17278858,-0.175
17291626,-0.025
17304823,-0.225
17318192,-0.085
17331690,-0.065
17345025,-0.165
17358304,-0.155
17371534,-0.13
17385011,-0.2
17398473,0.075
17412060,0.025
17425624,0.005
17439284,-0.06
17452952,0.01
17466754,-0.135
17480374,-0.045
17493980,0.01
17507720,-0.095
17521280,-0.1
17534897,0.05
17548544,0.03
