episode,reward
36760401,0.035
36781138,0.315
36802005,0.01
36823510,-0.1025
36844782,-0.0475
36866314,0.1225
36887651,0.3225
36908633,0.23
36930008,0.02
36951102,0.22
36972376,0.085
36993074,0.33
37014437,-0.29
37035743,0.3575
37056866,-0.1175
37078256,0.2
37099450,-0.19
37121993,0.3275
37146079,-0.0575
37170764,0.2975
37195368,0.2025
37219838,-0.33
37243967,0.1175
37268045,0.7525
37293538,0.005
37319606,0.52
37344668,0.2075
37370025,0.32
37396067,0.2875
37423180,0.4425
37449434,0.4125
37475811,0.2475
37501682,0.0525
37527922,0.675
37554188,0.53
37581755,-0.28
37608641,0.3525
37635256,0.035
37661779,0.26
37688498,0.295
