episode,reward
2122386,1.0
2132522,1.0
2142679,1.0
2152809,1.0
2162949,1.0
2173077,1.0
2183214,1.0
2193350,1.0
2203475,1.0
2213590,1.0
2223729,1.0
2233847,1.0
2243980,1.0
2254107,1.0
2264244,1.0
2274390,1.0
2284543,1.0
2294665,1.0
2304776,1.0
2314925,1.0
2325063,1.0
2335203,1.0
2345352,1.0
2355483,1.0
2365606,1.0
2375741,1.0
2385903,1.0
2396033,1.0
2406181,1.0
2416327,1.0
2426472,1.0
2436602,1.0
2446722,1.0
2456850,1.0
2466988,1.0
2477133,1.0
2487265,1.0
2497394,1.0
2507516,1.0
2517644,1.0
