episode,reward
9913976,-1.0
9933148,-1.0
9949564,-0.115
9960354,-0.13
9971855,-0.18
9982679,-0.06
9994652,-0.175
10007881,-0.14
10020701,-0.07
10033394,-0.1
10045469,-0.06
10058110,-0.115
10070473,-0.02
10083564,-0.27
10098221,-0.07
10113372,-0.115
10127676,-0.14
10141218,-0.14
10153786,-0.08
10166025,-0.165
10178362,-0.12
10192267,-0.145
10206747,-0.19
10221491,-0.06
10236073,-0.09
10250531,-0.01
10265070,0.065
10279776,-0.075
10293900,-0.115
10309189,-0.025
10324611,-0.085
10339384,-0.215
10352911,-0.11
10366094,-0.25
10379697,-0.12
10392480,-0.015
10406086,-0.22
10420651,-0.165
10434953,-0.195
10449935,-0.16
