episode,reward
4019887,-0.65
4035838,-0.6
4051921,-0.63
4068025,-0.59
4081755,-0.28
4094127,0.08
4106716,-0.06
4119224,-0.07
4131586,-0.16
4144055,0.05
4156394,-0.045
4169215,-0.165
4181665,-0.195
4194348,-0.15
4206509,-0.1
4219385,-0.17
4231837,-0.27
4244825,-0.125
4257204,-0.025
4269589,-0.045
4281904,-0.145
4294814,-0.13
4307207,-0.18
4319334,-0.09
4331918,-0.1
4344551,0.045
4357744,-0.04
4370293,-0.075
4382956,0.02
4395477,-0.15
4408462,-0.255
4422119,-0.13
4435876,-0.125
4448976,0.0
4463677,0.03
4476877,-0.15
4490853,-0.1
4504817,-0.205
4518624,-0.02
4532762,-0.18
