episode,reward
2925053,-0.17
2935115,-0.15
2945179,-0.15
2959341,-0.095
2974184,0.075
2989215,-0.05
3004265,-0.14
3019696,-0.105
3035214,0.0
3050586,0.095
3066279,-0.09
3082029,0.07
3097796,0.04
3113546,-0.125
3129211,-0.025
3145119,-0.07
3160846,-0.145
3176611,-0.105
3192768,-0.075
3208370,-0.02
3224266,0.0
3240433,-0.22
3256341,-0.125
3272038,-0.115
3288022,-0.05
3304057,-0.09
3319893,0.04
3335981,-0.065
3351890,-0.15
3367777,-0.165
3383784,-0.025
3399824,-0.15
3415725,0.02
3431672,-0.05
3446649,-0.175
3461236,-0.075
3476302,-0.02
3491515,-0.07
3506555,-0.21
3520703,-0.175
