episode,reward
13064648,2.425
13078752,5.72
13092818,0.5
13106915,5.43
13120874,3.43
13134895,1.01
13148911,3.565
13163000,1.49
13176996,3.37
13191121,2.87
13205024,1.02
13218488,-1.66
13231141,2.785
13243773,6.86
13256535,1.88
13269355,-4.7
13282152,2.92
13295075,1.545
13307945,4.91
13321064,3.96
13334171,0.95
13347236,-0.62
13360201,1.36
13373327,3.39
13386571,0.86
13399737,0.85
13412796,0.91
13425959,1.435
13438970,3.84
13451964,-1.16
13465037,0.505
13478171,2.75
13491132,2.27
13504168,3.78
13517233,-0.055
13530305,2.22
13543421,3.41
13556408,1.43
13569219,-0.715
13582048,1.835
