episode,reward
30042995,0.255
30062205,0.11
30081309,0.065
30100421,0.0925
30119841,0.0575
30139288,0.17
30158544,0.2775
30177887,-0.12
30197577,0.055
30216829,0.1025
30236083,-0.045
30255466,-0.0775
30274962,-0.0025
30294167,0.1725
30313287,0.1575
30335754,0.1725
30360783,-0.215
30385651,-0.2225
30410407,0.3075
30434764,0.1775
30459450,0.3025
30484928,0.3075
30511557,0.1875
30537878,0.3825
30565032,0.21
30592552,0.38
30620848,0.38
30649236,0.6575
30676913,0.07
30704091,0.4825
30732203,0.205
30760300,-0.0675
30788152,0.145
30816397,-0.02
30844044,0.14
30872203,0.295
30900265,0.5325
30927801,-0.115
30954976,0.2475
30981324,0.32
