episode,reward
26250414,0.18
26269408,-0.0075
26288306,-0.1825
26307195,0.1725
26325959,0.2025
26344509,0.0425
26363925,-0.015
26382561,-0.08
26401657,0.0125
26420800,-0.04
26439921,0.1075
26458521,-0.085
26477455,0.1775
26496403,0.315
26515115,0.0075
26538377,0.4775
26563603,0.1875
26587549,-0.15
26611707,-0.2125
26637559,0.3525
26664304,-0.0725
26690530,0.235
26717320,0.27
26743905,0.4525
26770862,-0.1525
26797166,0.1925
26823379,0.37
26850500,0.2025
26876078,-0.435
26902141,-0.01
26928701,0.2475
26955360,0.8775
26981718,0.0675
27008561,-0.3275
27036690,0.5475
27065653,0.3175
27093489,0.1775
27120896,0.5025
27148998,0.035
27177111,0.8
