episode,reward
20894396,-0.92
20910208,-0.87
20926092,-0.92
20941973,-0.92
20957810,-0.86
20973649,-0.94
20989613,-0.85
21005489,-0.85
21021311,-0.85
21037214,-0.91
21053118,-0.9
21068872,-0.86
21082465,-0.145
21093232,-0.225
21103633,-0.155
21114121,-0.225
21125135,-0.14
21136973,-0.285
21149231,-0.14
21162200,-0.125
21175313,-0.215
21188858,-0.02
21202845,-0.035
21216840,-0.06
21230860,-0.14
21244524,0.02
21258253,0.04
21272025,-0.155
21285785,-0.16
21299609,-0.12
21313601,-0.205
21327846,-0.14
21342079,-0.1
21356133,-0.17
21370465,-0.01
21384762,-0.075
21399038,-0.13
21413141,-0.09
21427583,-0.09
21441660,-0.11
