episode,reward
16353483,1.985
16364008,2.985
16374506,0.475
16385027,1.01
16395510,0.88
16405972,1.455
16416464,0.94
16426969,-1.615
16437449,1.005
16447948,1.935
16458474,0.96
16468968,1.875
16479499,0.945
16489990,0.945
16500491,-0.56
16510973,2.41
16521450,0.905
16531946,0.925
16542480,1.94
16553018,-0.07
16563546,1.945
16574031,1.995
16584537,1.425
16595079,1.485
16605575,-0.025
16616070,0.51
16626564,1.465
16637046,0.935
16647550,1.405
16658020,1.435
16668530,1.41
16679010,0.945
16689526,0.375
16700020,2.005
16710507,1.44
16720967,0.87
16731496,0.915
16741997,0.945
16752505,0.45
16762996,0.955
