episode,reward
24947128,-0.98
24965494,-0.98
24983886,-0.98
25002164,-1.0
25020299,-0.98
25038599,-0.96
25056906,-0.96
25075279,-0.96
25091406,-0.385
25101540,-0.2
25112311,-0.16
25124558,-0.145
25137203,-0.12
25150064,-0.11
25163133,0.015
25176223,-0.1
25189534,-0.11
25202541,-0.305
25215490,-0.165
25228658,-0.01
25241855,-0.14
25255014,-0.08
25268362,-0.095
25281615,-0.165
25295186,-0.115
25308794,-0.035
25322216,-0.135
25335588,0.03
25348926,-0.07
25361926,-0.265
25375238,-0.085
25388666,-0.065
25402294,-0.045
25415731,-0.015
25429330,-0.195
25442699,-0.01
25455969,-0.205
25469375,-0.165
25482638,-0.12
25495637,-0.135
