episode,reward
42611620,-30.35
42668666,-30.035
42725894,-30.68
42782961,-29.54
42840259,-28.745
42897272,-30.515
42954412,-29.705
43011789,-30.695
43069114,-30.515
43119043,21.79
43168573,24.425
43218374,27.82
43269654,33.915
43321471,29.475
43373134,29.77
43426394,27.485
43480112,31.81
43534706,28.87
43589848,34.1
43644458,26.155
43699249,27.46
43753908,24.995
43807816,23.11
43860730,23.035
43913908,23.67
43966138,18.285
44018081,18.085
44070229,19.725
44122790,26.145
44174796,22.215
44226765,25.43
44278976,18.29
44332385,25.175
44385794,27.085
44439056,20.655
44492527,25.335
44546375,24.155
44600563,21.6
44654779,20.555
44709560,17.585
