episode,reward
13852650,0.145
13882753,0.0925
13912990,-0.0875
13943479,0.135
13973648,-0.0275
14004089,0.065
14034312,-0.1325
14064723,0.11
14095029,-0.1675
14125427,0.11
14155917,-0.015
14186190,0.2025
14216764,0.03
14246827,0.01
14276879,0.2175
14307131,-0.0125
14337274,-0.0675
14367236,0.11
14397315,0.21
14427440,-0.135
14457692,0.0475
14488073,0.39
14518295,0.0425
14548667,-0.1075
14578631,0.15
14608642,0.015
14645054,1.19
14682501,1.4475
14722292,1.2775
14762379,1.3825
14803652,1.96
14844824,1.5375
14887003,1.455
14929972,2.005
14973058,1.9175
15016857,1.68
15060077,1.585
15103330,1.825
15148348,1.5575
15191653,1.2475
