0,0.01
50,-0.12
100,-0.115
150,-0.285
200,-0.27
250,-0.255
300,-0.185
350,-0.355
400,-0.425
450,-0.375
500,-0.335
550,-0.335
600,-0.345
650,-0.33
700,-0.305
750,-0.39
800,-0.31
850,-0.23
900,-0.24
950,-0.235
1000,-0.345
1050,-0.205
1100,-0.09
1150,-0.28
1200,-0.23
