episode,reward
28745786,4.41
28761792,-4.795
28777832,3.875
28794069,4.42
28810462,4.68
28826530,1.515
28842617,-2.855
28858844,0.915
28875141,-4.51
28889509,-1.26
28903541,1.325
28917775,-2.315
28931905,-0.77
28946116,-4.945
28960497,2.15
28974883,1.94
28989211,-1.04
29003486,-1.055
29018194,0.19
29032878,5.04
29047384,-0.265
29061921,2.15
29076546,7.005
29091360,1.255
29106096,0.575
29120674,3.255
29135505,0.02
29150165,0.875
29165092,1.55
29179797,-3.56
29194366,1.555
29209279,0.55
29223962,-1.875
29238563,3.485
29253144,-0.355
29268181,-1.59
29282975,-2.125
29297873,2.24
29312953,0.33
29327686,0.01
