episode,reward
15933802,-1.0
15952838,-1.0
15972056,-1.0
15991386,-1.0
16010597,-1.0
16029800,-1.0
16048839,-1.0
16068008,-1.0
16087370,-1.0
16106530,-1.0
16125782,-1.0
16142705,-0.275
16152759,-0.26
16162817,-0.135
16172880,-0.165
16182940,-0.14
16192998,-0.22
16203055,-0.245
16213109,-0.145
16223162,-0.14
16233248,-0.095
16243522,-0.185
16253941,-0.125
16264529,-0.125
16274986,-0.205
16285549,-0.045
16295997,-0.11
16306606,-0.04
16317233,-0.135
16327869,-0.195
16338472,-0.165
16349140,-0.25
16359801,-0.21
16370740,-0.155
16381922,-0.17
16392931,-0.11
16403918,-0.205
16414826,-0.205
16425750,-0.165
16436646,-0.145
