episode,reward
37088079,0.2175
37120586,0.18
37152925,0.01
37185483,0.3875
37217771,0.2175
37250110,-0.015
37282910,0.2275
37315314,0.3025
37347688,0.4425
37381797,0.8475
37420533,1.5725
37460468,1.3475
37501879,1.465
37543955,1.53
37587355,1.46
37630169,1.5575
37673162,1.5275
37716796,1.9375
37759882,1.7075
37803794,1.6
37847510,1.18
37891539,1.26
37934704,1.5125
37978652,1.3575
38023007,1.4775
38066177,1.835
38110846,1.7825
38156038,1.46
38201424,1.9
38246632,1.615
38293210,1.935
38339217,1.7525
38385178,1.4725
38431311,2.0875
38478273,1.6975
38524102,2.1325
38570461,1.4925
38617380,1.8725
38664590,1.945
38711674,2.1075
