episode,reward
52246538,3.22
52285678,0.205
52324225,4.64
52363073,5.325
52402020,-3.755
52441234,-2.15
52480110,1.695
52519368,13.155
52558298,0.28
52597349,-0.155
52636177,4.3
52675698,-6.25
52714698,7.775
52753962,-0.865
52793301,-0.88
52832901,0.385
52872060,-1.715
52910615,0.895
52944444,-0.54
52977352,4.79
53009734,-5.785
53042553,-3.01
53075427,2.81
53108039,7.535
53140985,-1.195
53172876,-0.335
53205626,5.49
53238295,4.69
53271890,5.79
53304934,-2.0
53338069,7.715
53372096,-2.365
53404590,-10.085
53437483,-1.43
53470394,-4.53
53503370,4.92
53536094,-2.47
53567756,7.22
53599369,0.405
53631035,-4.85
