episode,reward
31827352,0.3925
31858635,0.275
31889718,0.335
31920561,0.285
31951349,0.135
31982015,0.2125
32013032,0.2775
32044075,0.43
32080831,2.18
32126878,1.645
32173432,2.1075
32219822,1.59
32266688,1.765
32313148,1.8025
32359402,1.95
32405833,1.785
32453171,1.8025
32500424,1.655
32547650,2.345
32594953,1.3925
32642229,2.1025
32690030,2.5875
32737906,1.7325
32785940,2.5975
32834010,1.58
32882518,2.415
32930770,2.0425
32979064,2.7725
33027849,2.52
33076716,2.085
33125510,1.9975
33173910,2.0975
33221554,2.18
33270327,2.0775
33318671,2.075
33367475,2.165
33416029,2.7
33465077,2.57
33513617,2.1075
33562485,1.9775
