episode,reward
41631558,0.235
41651643,0.165
41671681,0.02
41691433,-0.1
41711301,0.23
41730855,0.0525
41750759,-0.0725
41770534,0.165
41790765,-0.1025
41810801,0.12
41830874,0.1425
41850337,-0.1725
41871405,0.2725
41893040,0.4125
41915543,0.7075
41938359,0.1125
41961630,0.2125
41985119,0.15
42008813,0.075
42033656,0.21
42058173,0.1325
42082683,0.5925
42108950,0.35
42135147,0.5175
42160645,0.2625
42187182,0.6525
42212998,0.05
42239066,0.2675
42265374,-0.1225
42291798,0.0725
42318621,0.385
42345387,0.345
42370792,0.1325
42396893,0.2475
42423519,0.36
42450118,-0.1675
42477213,0.1925
42504374,0.26
42532118,0.5225
42559348,0.5325
