episode,reward
18559774,0.0925
18588807,-0.075
18617718,-0.1775
18646873,-0.055
18676156,0.2275
18705434,0.0575
18734762,0.105
18763515,0.155
18792507,-0.275
18821932,-0.1575
18850781,0.09
18879836,-0.1725
18911924,0.7625
18949718,0.9425
18988779,1.05
19029261,0.81
19067184,1.3425
19108474,1.6175
19149932,1.525
19192741,1.145
19235784,1.6525
19279071,1.2775
19321342,1.4225
19365095,1.42
19407975,1.52
19451344,1.4375
19495979,1.5175
19539781,1.585
19583974,1.4425
19628297,1.6775
19673547,1.4475
19719070,1.9125
19764832,1.5025
19809927,2.61
19854527,1.5975
19898775,1.055
19943463,1.59
19986802,1.535
20032190,1.4675
20077453,1.73
