episode,reward
72975246,0.13
73006655,0.31
73038136,0.0175
73069666,0.2825
73101276,0.2075
73132706,0.23
73164189,0.4575
73195508,0.3325
73226838,0.0475
73258050,0.2
73289294,0.2225
73323111,0.9375
73362510,1.26
73403354,0.985
73444266,1.12
73485719,0.93
73527464,1.04
73568905,1.14
73610615,1.405
73653558,1.81
73695873,1.0325
73739350,1.6175
73783406,1.6075
73827080,1.85
73870835,1.3875
73914859,1.615
73958792,0.985
74003999,1.4675
74048878,1.4025
74094306,2.085
74139817,1.97
74185250,1.8825
74231161,2.14
74277148,1.865
74323331,1.9475
74369336,2.0875
74414821,1.9
74461032,1.625
74506361,1.5475
74552909,1.2025
