episode,reward
7323366,-1.0
7342383,-1.0
7361580,-1.0
7380799,-1.0
7400164,-1.0
7419416,-1.0
7438664,-1.0
7457919,-1.0
7477273,-1.0
7496471,-1.0
7512698,-0.055
7525395,-0.07
7538062,-0.115
7550323,-0.03
7562747,-0.15
7575255,-0.11
7587417,-0.045
7599350,-0.135
7611524,-0.085
7623547,-0.15
7635853,-0.105
7647451,-0.2
7659427,-0.08
7671232,-0.1
7683094,-0.195
7695210,-0.145
7707222,-0.1
7719459,-0.095
7731359,-0.01
7743381,-0.15
7755308,-0.185
7767211,-0.05
7779241,-0.24
7791043,-0.1
7803317,-0.14
7815107,-0.195
7826883,-0.21
7838598,-0.205
7850037,-0.105
7862056,0.055
