episode,reward
20257382,-0.99
20276026,-1.0
20294532,-0.98
20313088,-0.99
20331662,-1.0
20350227,-0.97
20368940,-0.97
20387481,-0.99
20406207,-1.0
20424835,-0.98
20443482,-0.98
20462105,-1.0
20480597,-1.0
20495005,-0.06
20508938,-0.175
20523380,0.015
20537618,-0.05
20552156,-0.015
20566560,-0.065
20581188,-0.15
20595845,0.13
20610956,-0.075
20625796,-0.02
20640495,-0.18
20655173,-0.035
20669992,-0.015
20684899,-0.005
20699814,-0.09
20714711,-0.1
20729533,-0.165
20744265,-0.1
20759171,-0.08
20774225,0.01
20788864,-0.14
20803791,-0.05
20818802,-0.135
20833686,-0.165
20848569,-0.155
20863808,-0.105
20879188,-0.08
