# _tick,_time,frames,mean_episode_return_0,loss_0
0,1714335185.9941638,0,-0.3541180491447449,1.0001845359802246
1,1714335187.056585,3200,-0.28545063734054565,1.53560209274292
2,1714335188.1561403,6400,-0.3891308307647705,0.9806334972381592
3,1714335189.3830686,9600,-0.40474510192871094,0.7856996059417725
4,1714335190.677764,12800,-0.3668878674507141,1.010642409324646
5,1714335191.9706109,16000,-0.33516085147857666,0.9273993968963623
6,1714335193.1762578,19200,-0.3112918436527252,0.9116696715354919
7,1714335194.4988594,22400,-0.29812487959861755,0.8879205584526062
8,1714335195.8033378,25600,-0.2847844064235687,0.8780099749565125
9,1714335197.1402209,28800,-0.2743987739086151,0.869770348072052
10,1714335198.345196,32000,-0.26409342885017395,0.9045192003250122
11,1714335199.6779828,35200,-0.2569010555744171,0.9088931083679199
12,1714335200.9694448,38400,-0.24856707453727722,0.8640716671943665
13,1714335202.2151542,41600,-0.24048244953155518,0.8426066040992737
14,1714335203.4815533,44800,-0.231435626745224,0.8447467088699341
15,1714335204.6660697,48000,-0.22715455293655396,0.8524840474128723
16,1714335205.9392927,51200,-0.22473452985286713,0.8313538432121277
17,1714335207.1916635,54400,-0.21933341026306152,0.8577930927276611
18,1714335208.3770604,57600,-0.21540425717830658,0.8444549441337585
19,1714335209.5727618,60800,-0.21059516072273254,0.8403918743133545
20,1714335210.6701117,64000,-0.20498082041740417,0.8574832677841187
21,1714335211.765726,67200,-0.20081065595149994,0.8570526242256165
22,1714335212.8694234,70400,-0.20025686919689178,0.7955847978591919
23,1714335213.9175167,73600,-0.19746726751327515,0.8144740462303162
24,1714335215.0172074,76800,-0.19398899376392365,0.8273539543151855
25,1714335216.1703854,80000,-0.18977856636047363,0.8431857824325562
26,1714335217.2238839,83200,-0.18715785443782806,0.8365353941917419
27,1714335218.3199909,86400,-0.1838209331035614,0.8398756980895996
28,1714335219.4441066,89600,-0.18136225640773773,0.8875958323478699
