episode,reward
7382891,2.19
7402536,2.05
7422253,2.265
7441841,2.28
7461475,2.42
7480963,2.07
7500562,2.34
7520107,2.25
7539625,2.17
7559202,2.4
7578734,1.96
7598061,2.16
7617349,2.095
7636850,2.325
7656549,2.315
7676248,2.12
7695924,2.35
7716115,0.52
7736567,0.745
7757288,2.98
7778053,2.93
7798701,3.16
7819358,0.75
7840148,2.585
7860867,3.815
7881590,2.175
7902356,3.415
7922837,4.345
7943525,1.93
7964234,4.775
7984739,1.785
8005246,1.35
8025898,2.605
8046747,2.085
8067202,1.735
8087757,1.72
8108201,1.72
8128903,2.21
8149469,2.3
8170216,3.945
