episode,reward
395,-1.0
19118,-0.98
37829,-0.99
55828,-0.12
69438,0.005
83985,-0.065
99045,-0.015
113984,-0.145
129064,-0.21
144000,-0.515
159146,-0.04
174343,-0.16
189788,-0.27
205012,-0.13
220343,0.005
235626,0.005
250472,-0.11
265393,-0.045
280048,-0.05
295032,0.02
310116,-0.035
324602,-0.125
339418,-0.11
354406,-0.05
369806,-0.11
384434,-0.02
399303,0.02
414748,-0.1
429668,-0.105
444497,-0.12
459646,-0.065
474466,-0.09
489515,-0.13
503947,-0.055
518738,-0.11
533790,-0.11
548166,-0.16
563171,-0.15
578813,-0.055
594441,-0.03
