episode,reward
13657541,0.045
13678697,0.08
13699501,0.3675
13720940,-0.0225
13742110,-0.01
13763234,-0.24
13784091,0.2125
13805215,0.1575
13826235,0.145
13847189,0.315
13868479,0.265
13889267,-0.145
13910091,0.36
13931264,0.33
13952456,0.1925
13974063,0.135
13995471,0.085
14016588,0.1425
14037691,-0.4125
14058930,-0.0125
14079941,0.0075
14101074,0.085
14121844,0.05
14142638,0.275
14163913,-0.0325
14185337,0.175
14206518,0.2125
14227673,0.07
14249626,0.24
14276381,0.1125
14304224,0.2475
14332220,0.375
14361474,0.71
14390994,0.435
14419736,0.2125
14448580,0.145
14477087,-0.135
14505320,-0.2275
14534152,-0.325
14562504,0.265
