episode,reward
12628559,-1.0
12647672,-1.0
12666901,-1.0
12686060,-1.0
12705084,-1.0
12724112,-1.0
12743215,-1.0
12762473,-1.0
12777047,-0.28
12787750,-0.19
12798736,-0.145
12809409,-0.115
12820499,-0.03
12831343,-0.15
12842311,-0.325
12853174,-0.18
12864012,-0.185
12874674,-0.25
12885563,-0.125
12895933,-0.27
12906503,-0.09
12917076,-0.18
12927340,-0.28
12937720,-0.095
12948309,-0.19
12958441,-0.225
12968926,-0.13
12979174,-0.23
12989331,-0.09
12999453,-0.035
13009758,-0.06
13019897,-0.16
13030124,-0.25
13041063,-0.085
13051846,-0.2
13063269,-0.14
13073976,-0.22
13084184,-0.17
13095058,-0.105
13105866,-0.125
