episode,reward
34381018,-0.0375
34400479,0.325
34419837,-0.0825
34439086,0.195
34458482,-0.0125
34477668,0.1625
34497284,0.0475
34516537,0.08
34535629,0.105
34555019,0.1075
34574231,-0.0525
34593357,-0.035
34613351,-0.055
34632475,-0.0225
34651614,0.17
34670665,0.2225
34689882,0.02
34709049,0.1
34728058,0.225
34747516,-0.015
34766847,0.0
34786539,0.0575
34805938,-0.12
34825444,0.265
34844725,0.1275
34863909,-0.0475
34883287,0.015
34902352,0.1275
34921717,-0.0275
34940972,0.0825
34960441,0.145
34979947,-0.135
34998640,0.02
35017892,0.24
35037323,0.2525
35056503,0.2375
35075422,0.0925
35094676,0.0275
35114165,0.1
35133658,0.21
