episode,reward
1231376,-0.58
1243707,-0.575
1255918,-0.51
1268030,-0.47
1280360,-0.52
1292542,-0.545
1304878,-0.56
1317258,-0.575
1329438,-0.615
1346505,-1.0
1365730,-1.0
1384700,-0.5
1401404,-0.035
1415929,-0.125
1428772,-0.235
1440546,-0.22
1451670,-0.16
1462741,-0.12
1474036,-0.09
1485567,-0.245
1497231,-0.23
1508918,-0.185
1520615,-0.1
1532315,-0.15
1544129,-0.115
1556102,-0.225
1568047,-0.185
1580252,-0.135
1592602,-0.18
1604778,-0.1
1617027,-0.19
1629175,-0.09
1641429,-0.09
1653857,-0.07
1666299,-0.055
1678642,-0.14
1691077,-0.155
1703649,-0.06
1715995,-0.145
1728355,-0.12
