episode,reward
8336930,-0.185
8346998,-0.245
8357068,-0.235
8367129,-0.24
8377186,-0.155
8387247,-0.2
8397307,-0.215
8407363,-0.18
8417420,-0.05
8427476,-0.095
8437529,-0.17
8447590,-0.22
8460203,-0.15
8475622,-0.095
8491348,-0.075
8506851,-0.13
8522270,-0.065
8537823,-0.1
8553329,0.08
8569002,-0.06
8584483,-0.075
8600030,-0.095
8615966,-0.045
8631799,-0.04
8647533,0.025
8663697,-0.145
8679491,-0.095
8695387,-0.07
8711230,-0.11
8726994,-0.165
8743029,-0.06
8758975,-0.085
8775016,-0.155
8790996,-0.2
8806944,0.01
8823074,-0.065
8839080,-0.06
8855062,-0.08
8870957,-0.08
8887219,-0.155
