episode,reward
13116306,-1.0
13135568,-1.0
13154952,-1.0
13174170,-1.0
13193417,-1.0
13212520,-1.0
13231565,-1.0
13250722,-1.0
13269872,-1.0
13288948,-1.0
13308104,-1.0
13327344,-1.0
13345636,-0.185
13355995,-0.13
13367894,0.015
13381146,-0.115
13394507,-0.16
13407847,-0.065
13421419,-0.15
13435232,-0.095
13449038,-0.03
13462860,0.025
13477037,-0.065
13491440,-0.055
13505488,-0.025
13519869,-0.045
13534456,-0.025
13548975,-0.13
13563390,-0.04
13578130,-0.095
13592752,-0.075
13607444,0.03
13622346,0.055
13637287,-0.09
13652131,-0.055
13667155,0.01
13681958,-0.135
13696596,-0.04
13711387,-0.05
13726100,-0.175
