episode,reward
74598591,0.1925
74628258,0.0025
74658139,-0.0975
74687966,-0.16
74717756,0.1825
74747439,0.23
74777152,-0.12
74807017,0.055
74836754,-0.165
74867143,-0.005
74897319,-0.095
74927226,0.085
74957318,-0.0225
74986539,0.08
75016407,0.1225
75046444,-0.065
75075889,-0.37
75105384,-0.085
75135433,0.13
75165307,-0.1825
75195126,-0.04
75225260,0.1675
75255065,-0.195
75285192,0.185
75315412,0.2825
75345372,-0.1875
75375555,0.3125
75405846,-0.31
75448613,1.915
75496348,1.8725
75544901,2.14
75592750,2.155
75641194,2.2175
75689498,2.1875
75738802,1.9825
75787320,2.3175
75835623,2.2675
75884743,2.2875
75933046,1.76
75982079,2.1525
