episode,reward
18273086,0.15
18292451,0.2275
18311670,-0.0225
18331036,0.0375
18350740,0.305
18370480,0.085
18390049,-0.12
18409186,0.1575
18428611,0.0125
18447640,0.165
18467319,0.07
18486534,0.3225
18505749,0.1525
18525260,-0.02
18544774,0.0775
18564214,0.0525
18589418,0.56
18615894,0.5425
18644978,0.2075
18673764,0.3125
18703104,0.15
18732215,0.3775
18763207,0.225
18791724,0.1575
18820532,0.195
18850836,-0.0675
18880760,-0.005
18911722,-0.015
18942449,0.6125
18972834,0.1975
19002651,0.44
19032822,-0.27
19062707,0.2375
19092725,-0.3775
19121449,0.7675
19150824,0.61
19179368,-0.0275
19207785,0.335
19236338,0.235
19264417,0.77
