episode,reward
22431905,-0.98
22449806,-0.97
22467672,-0.98
22485725,-0.98
22503717,-0.95
22521544,-0.99
22539410,-0.96
22557163,-0.97
22575065,-0.98
22592991,-1.0
22610737,-0.95
22628598,-0.99
22645210,-0.215
22655272,-0.1
22665328,-0.15
22675389,-0.24
22685477,-0.16
22695766,-0.185
22705940,-0.185
22716102,-0.225
22726395,-0.045
22736561,-0.13
22746868,-0.055
22757165,-0.15
22767526,-0.205
22778088,-0.205
22788377,-0.215
22798818,-0.21
22809166,-0.055
22819299,-0.155
22829510,-0.235
22839676,-0.28
22849742,-0.19
22859806,-0.165
22869875,-0.245
22879934,-0.11
22889989,-0.065
22900044,-0.115
22910102,-0.145
22920157,-0.17
