episode,reward
22531329,18.895
22572072,18.1
22613522,19.53
22654584,19.885
22695586,18.21
22737324,16.64
22778482,20.435
22819837,18.4
22860597,16.705
22901789,18.08
22942529,19.615
22983852,20.67
23025424,19.035
23066570,17.16
23103370,17.015
23141096,18.825
23178554,19.935
23216160,20.505
23254467,18.29
23293908,19.38
23333654,18.3
23374085,20.685
23414903,19.86
23456143,19.815
23496548,20.515
23537156,19.535
23577944,20.64
23618758,17.205
23659769,20.505
23700805,21.73
23741414,23.615
23781969,16.66
23822087,17.245
23862329,18.065
23902460,19.42
23941632,16.81
23980867,18.76
24020192,15.99
24058968,19.56
24098280,18.965
