episode,reward
1147232,0.3675
1177531,0.13
1207977,0.115
1238343,0.075
1269427,-0.0025
1299853,0.12
1330489,-0.1125
1361022,0.005
1391195,0.14
1422046,0.125
1452538,0.12
1482969,0.42
1513318,-0.0225
1544016,0.175
1574572,-0.12
1607754,0.255
1647200,1.195
1685331,0.92
1724642,0.855
1764406,1.6325
1805038,1.4025
1847681,1.7625
1891414,1.135
1934851,1.22
1978769,1.6825
2021733,1.0725
2065674,1.295
2108177,1.92
2151969,1.17
2196740,1.6875
2243053,1.6875
2286678,1.79
2331419,1.3575
2375740,1.4075
2421479,1.8725
2466679,1.4725
2511883,1.66
2556895,1.9375
2603562,1.7725
2649386,1.605
