episode,reward
47508607,0.3975
47540409,0.3075
47572514,0.315
47605239,0.13
47637977,0.3725
47670308,0.09
47702706,0.47
47735446,0.4275
47767370,0.345
47800051,0.255
47833499,1.0325
47875373,1.3
47916912,1.38
47959005,0.9025
48002404,1.4175
48044588,1.215
48086421,1.685
48130578,1.435
48175055,1.9375
48219157,1.925
48263290,1.1075
48308599,1.4925
48354177,1.5475
48398845,1.61
48444411,1.645
48490299,1.6575
48537197,1.1375
48583514,1.6125
48629271,2.25
48674527,1.71
48720003,1.4
48765674,2.215
48811933,1.78
48857775,1.4125
48903334,1.315
48949334,1.58
48995347,1.4925
49040859,1.59
49087416,1.94
49134149,2.3025
