episode,reward
30419155,-0.125
30445906,-0.1825
30472426,-0.2625
30498901,-0.1375
30525131,-0.3275
30551900,-0.345
30578485,-0.0675
30605163,-0.3675
30631897,-0.0475
30658196,-0.16
30684656,-0.33
30711031,0.025
30737922,-0.1325
30764638,-0.065
30791555,-0.1975
30818034,-0.095
30849548,0.29
30883456,0.4625
30918873,0.5725
30954758,0.595
30991834,0.8475
31031671,0.58
31071225,1.42
31110948,0.9375
31151457,0.8575
31191816,1.2325
31231983,1.205
31272852,1.135
31312911,1.17
31354878,1.1075
31396918,0.65
31439663,1.2825
31482409,1.335
31524288,1.5675
31566667,1.2575
31609427,1.3975
31652952,1.9
31696545,1.605
31740198,1.86
31784562,1.6175
