episode,reward
66630971,0.0775
66660204,0.07
66689581,-0.07
66718785,-0.105
66748386,-0.055
66777736,0.0425
66807234,-0.0075
66836932,-0.1175
66866354,0.0825
66903216,0.885
66946999,1.4525
66991337,1.46
67035204,1.7475
67081463,1.375
67126675,1.535
67173024,1.7925
67219259,1.805
67266608,2.545
67313831,2.1875
67360924,1.715
67408172,1.6125
67455439,1.9325
67502367,1.8625
67547745,1.35
67593900,1.62
67641332,1.9475
67689270,1.5925
67738034,1.99
67786220,1.8325
67833975,2.185
67882043,2.0175
67930539,1.83
67978794,2.05
68027023,2.0475
68075265,1.61
68123247,2.1925
68171534,2.4125
68219175,2.4275
68267376,1.7575
68315497,1.5
