episode,reward
25509100,-1.0
25528260,-1.0
25547477,-1.0
25566782,-1.0
25586046,-1.0
25605323,-1.0
25624478,-1.0
25643660,-1.0
25662819,-1.0
25681992,-1.0
25700135,-0.185
25710219,-0.23
25720278,-0.195
25730339,-0.345
25740404,-0.155
25750460,-0.23
25760518,-0.275
25770582,-0.255
25780638,-0.2
25790699,-0.245
25800757,-0.225
25810815,-0.265
25820869,-0.17
25830928,-0.205
25840986,-0.34
25851043,-0.255
25861102,-0.3
25871167,-0.24
25881226,-0.145
25891282,-0.15
25901339,-0.205
25911397,-0.31
25921455,-0.155
25931511,-0.155
25941571,-0.22
25951627,-0.07
25961680,-0.2
25971738,-0.195
25981795,-0.125
25991851,-0.18
