episode,reward
26530978,-0.265
26541043,-0.16
26551100,-0.125
26561160,-0.255
26571226,-0.26
26581298,-0.165
26591363,-0.135
26601428,-0.175
26611482,-0.215
26621542,-0.145
26631597,-0.16
26641660,-0.31
26651719,-0.145
26661776,-0.175
26672356,-0.19
26685397,0.07
26699218,-0.09
26713198,-0.23
26727307,-0.175
26741377,-0.125
26755387,-0.04
26769700,-0.12
26783913,-0.025
26798296,-0.08
26812557,-0.08
26826979,-0.065
26841310,-0.02
26855818,-0.155
26870418,-0.16
26884929,-0.03
26899355,-0.145
26914015,-0.165
26928473,-0.07
26943105,-0.05
26957799,-0.075
26972301,-0.09
26986828,-0.15
27001683,-0.115
27016460,-0.045
27031185,-0.19
