episode,reward
5742371,-0.155
5752435,-0.18
5762502,-0.21
5772568,-0.23
5782626,-0.085
5792694,-0.155
5802760,-0.14
5812824,-0.215
5822894,-0.14
5832956,-0.155
5843019,-0.305
5853083,-0.205
5863144,-0.245
5873211,-0.175
5884636,-0.1
5901123,-0.015
5917557,-0.065
5934187,-0.13
5950437,-0.075
5966512,-0.085
5982508,-0.08
5998581,-0.045
6014961,0.015
6030943,-0.145
6047343,-0.2
6063806,-0.11
6080093,-0.16
6096657,-0.135
6112945,-0.095
6129110,-0.105
6145621,-0.015
6161871,0.015
6178554,-0.085
6194983,-0.025
6210960,-0.12
6227127,-0.135
6243698,-0.19
6260321,-0.045
6276696,0.0
6292951,-0.045
