episode,reward
26001905,-0.19
26011962,-0.235
26022019,-0.13
26032083,-0.235
26042138,-0.38
26052192,-0.265
26062253,-0.13
26072309,-0.23
26082369,-0.125
26092427,-0.085
26102487,-0.1
26112546,-0.215
26122605,-0.185
26133111,-0.14
26147053,-0.145
26161162,0.03
26175454,-0.055
26190007,-0.055
26204138,-0.085
26218579,-0.015
26232861,-0.16
26247601,-0.085
26262074,-0.11
26276594,-0.2
26291456,-0.09
26306371,-0.08
26321182,-0.015
26335914,0.085
26350763,-0.055
26365870,-0.065
26381052,0.025
26396344,-0.01
26411381,-0.07
26426372,-0.04
26441122,0.08
26456004,-0.2
26471211,-0.085
26486286,0.075
26501536,-0.055
26516425,-0.05
