episode,reward
4546789,-0.68
4564825,-0.725
4582799,-0.745
4600715,-0.775
4618611,-0.85
4636723,-0.595
4654793,-0.8
4672722,-0.69
4690797,-0.785
4708849,-0.7
4726918,-0.705
4744908,-0.68
4762720,-0.655
4776251,-0.175
4789620,-0.095
4802619,-0.105
4816354,-0.065
4829641,-0.03
4843731,-0.035
4857422,-0.2
4871065,-0.04
4884135,-0.135
4897979,-0.13
4910793,-0.205
4923916,-0.165
4938001,-0.135
4952014,-0.085
4966917,-0.105
4981932,-0.025
4996357,-0.105
5011393,-0.155
5026328,-0.085
5040900,-0.17
5055842,-0.19
5070821,-0.03
5086305,-0.04
5101076,-0.025
5115514,-0.08
5129936,-0.13
5144779,-0.2
