episode,reward
2793793,-0.215
2804973,-0.195
2816126,-0.235
2827158,-0.125
2838241,-0.27
2849311,-0.075
2860419,-0.055
2871492,-0.22
2883519,-0.3
2896473,-0.375
2909368,-0.28
2922211,-0.265
2935207,-0.355
2948236,-0.33
2961252,-0.37
2974351,-0.305
2987419,-0.31
3000454,-0.35
3013516,-0.305
3026624,-0.275
3039756,-0.285
3052868,-0.255
3065972,-0.25
3079085,-0.34
3092173,-0.29
3105295,-0.215
3118400,-0.245
3131617,-0.33
3144700,-0.18
3157728,-0.31
3170719,-0.245
3183586,-0.23
3196575,-0.285
3209546,-0.295
3222567,-0.275
3235587,-0.27
3248643,-0.255
3261663,-0.215
3274805,-0.3
3287816,-0.135
