episode,reward
11121069,0.1175
11150869,0.075
11181376,-0.04
11211412,0.2625
11240900,-0.125
11270541,-0.0875
11300301,-0.1225
11330226,-0.0975
11359953,-0.14
11389726,0.035
11419957,0.22
11449794,-0.0775
11479188,0.0525
11509153,-0.065
11538990,0.0025
11569046,-0.005
11599003,0.3375
11629019,0.0625
11659195,-0.09
11689153,-0.205
11718702,0.0275
11748997,0.0875
11778728,0.0225
11808546,-0.01
11838027,-0.145
11868137,0.085
11898207,-0.0275
11928128,0.405
11958407,-0.0225
11988202,0.035
12018583,-0.19
12048616,0.065
12078485,0.0925
12108267,0.1025
12138447,-0.1325
12177939,1.22
12219397,1.0725
12260409,1.2825
12302343,1.1325
12344177,1.4825
