episode,reward
19624269,0.205
19641835,1.265
19659495,0.815
19677376,0.76
19695203,0.325
19712838,1.19
19730627,0.815
19748512,1.37
19766228,1.025
19783874,1.29
19801843,1.13
19819562,1.295
19837254,1.365
19855157,1.43
19872637,1.335
19890496,1.205
19908310,1.185
19926109,1.365
19943804,1.725
19961798,1.48
19979777,1.245
19997622,1.37
20015252,0.885
20033537,1.285
20051582,1.22
20069659,1.125
20087456,1.31
20105464,0.67
20123681,1.245
20141859,1.325
20159537,1.28
20177358,1.24
20195615,1.31
20213753,1.325
20231942,1.295
20250176,1.245
20268107,1.12
20286252,0.785
20304307,1.19
20322375,0.685
