episode,reward
5159647,-1.0
5178858,-1.0
5197939,-1.0
5216968,-0.67
5230955,-0.095
5244986,-0.105
5258546,-0.015
5272638,-0.01
5286415,-0.165
5300596,-0.05
5314998,-0.095
5329402,-0.15
5343327,0.015
5357717,-0.06
5371538,-0.09
5385405,-0.04
5399505,-0.02
5414060,-0.055
5428337,-0.05
5442894,-0.135
5456996,0.045
5471179,-0.13
5485381,-0.005
5499467,0.04
5513485,-0.12
5527024,-0.025
5541010,-0.15
5554805,-0.05
5568844,-0.2
5582871,-0.07
5596794,-0.03
5611102,-0.13
5625556,-0.015
5640771,0.1
5655584,-0.085
5670119,-0.215
5684577,-0.095
5699006,-0.085
5713407,-0.08
5727800,-0.07
