episode,reward
62756519,2.37
62802022,1.47
62847590,3.51
62893222,-5.45
62938934,-2.65
62984499,-0.74
63030200,9.62
63075663,-15.61
63121349,6.92
63166724,7.8
63213115,0.39
63259127,3.03
63305049,4.5
63350157,0.27
63389918,0.37
63423989,-7.75
63459178,7.38
63493919,1.89
63528903,-5.54
63564823,10.98
63600989,5.225
63637888,5.66
63674908,-4.88
63711652,4.03
63749451,-1.56
63787734,0.76
63826198,3.84
63863829,0.04
63901390,9.45
63939370,6.26
63978060,1.33
64016233,-2.11
64054595,4.22
64092843,-0.67
64130788,-0.08
64168063,4.92
64205540,4.74
64242525,-2.09
64279365,7.54
64315558,0.61
