episode,reward
19245129,-1.0
19264170,-1.0
19283221,-1.0
19302471,-1.0
19321636,-1.0
19340728,-1.0
19359927,-1.0
19379016,-1.0
19398331,-1.0
19417596,-1.0
19436739,-1.0
19456050,-1.0
19474324,-0.625
19485097,-0.16
19495676,-0.095
19507256,-0.175
19519644,-0.09
19532724,-0.005
19545935,-0.17
19559614,-0.125
19573406,-0.07
19587086,-0.005
19600489,-0.16
19614533,-0.115
19628529,-0.01
19642311,-0.035
19656445,-0.09
19670247,-0.11
19684485,-0.12
19698296,-0.115
19712317,-0.1
19726479,-0.2
19740297,-0.07
19754322,-0.025
19768320,0.015
19782671,0.02
19797115,-0.165
19811339,-0.105
19825403,-0.165
19839531,-0.16
