episode,reward
39700230,0.0175
39718393,0.05
39736938,-0.1375
39755358,-0.0075
39774038,-0.1475
39792678,-0.055
39811210,0.04
39829655,-0.015
39847687,0.1775
39866032,0.045
39884754,0.295
39902911,0.0
39921224,0.1325
39939614,0.4225
39957660,0.285
39975955,0.1025
39994091,0.14
40012622,0.16
40037983,0.28
40064786,-0.1975
40091730,0.0175
40119274,0.795
40148027,0.3225
40177273,0.08
40205385,0.2275
40234915,0.3
40263941,0.0275
40293001,0.7875
40321552,0.0425
40350190,0.175
40378886,-0.225
40407917,-0.3325
40436296,0.14
40465061,0.2425
40493869,-0.54
40524086,0.275
40553766,0.1625
40583024,0.3325
40612844,0.3575
40642084,-0.56
