episode,reward
14861910,-0.215
14872952,-0.24
14883939,-0.28
14895030,-0.06
14906014,-0.18
14916993,-0.2
14927984,-0.145
14938983,-0.17
14950054,-0.12
14961068,-0.13
14972141,-0.11
14983181,-0.025
14994177,-0.125
15005199,-0.195
15016216,-0.245
15030312,-0.02
15044877,-0.02
15059735,-0.145
15074195,-0.08
15088881,0.035
15103731,-0.145
15118662,-0.005
15133327,-0.02
15148113,-0.135
15162812,-0.075
15177431,-0.185
15192151,-0.13
15206904,-0.07
15221922,-0.05
15236938,-0.125
15251819,0.0
15266781,0.045
15281593,-0.155
15296686,-0.02
15311499,-0.015
15326635,-0.095
15341599,-0.065
15356531,-0.07
15371490,-0.13
15386514,-0.085
