episode,reward
13741229,-1.0
13760456,-1.0
13779578,-1.0
13798775,-1.0
13818119,-1.0
13837219,-1.0
13856358,-1.0
13875452,-1.0
13894562,-1.0
13913721,-1.0
13933008,-1.0
13952236,-1.0
13971473,-1.0
13989528,-0.15
13999793,-0.045
14010107,-0.18
14020282,-0.155
14030383,-0.26
14040473,-0.225
14050709,-0.26
14060792,-0.105
14070920,-0.295
14080986,-0.195
14091077,-0.19
14101139,-0.285
14111207,-0.195
14121267,-0.175
14131327,-0.22
14141385,-0.125
14151445,-0.15
14161502,-0.15
14171558,-0.13
14181616,-0.12
14191678,-0.145
14201741,-0.105
14211800,-0.205
14221858,-0.2
14231918,-0.235
14241982,-0.23
14252041,-0.3
