episode,reward
11040447,-1.0
11059515,-1.0
11078771,-1.0
11098057,-1.0
11117235,-1.0
11136594,-1.0
11155791,-1.0
11174936,-1.0
11194091,-1.0
11213279,-1.0
11232436,-1.0
11250860,-0.75
11262451,-0.125
11272517,-0.15
11282579,-0.13
11292640,-0.165
11302700,-0.14
11312766,-0.265
11322826,-0.13
11332883,-0.215
11342949,-0.26
11353009,-0.205
11363067,-0.13
11373131,-0.085
11383195,-0.215
11393253,-0.135
11403313,-0.125
11413373,-0.21
11423430,-0.15
11433495,-0.12
11443550,-0.315
11453614,-0.19
11463673,-0.18
11473732,-0.22
11483795,-0.195
11493856,-0.325
11503920,-0.23
11513973,-0.13
11524029,-0.25
11534091,-0.315
