episode,reward
53663084,2.045
53690367,9.02
53717623,6.045
53744750,6.925
53772141,-3.885
53799548,2.405
53826789,-6.655
53854168,-4.58
53881529,-4.975
53908775,5.48
53974687,0.07
54040757,-0.755
54106416,2.86
54170285,-2.755
54233765,9.605
54295904,-2.75
54357636,0.285
54421928,7.025
54488048,8.535
54557918,5.07
54626376,-0.01
54694896,-0.18
54762023,4.81
54829129,11.24
54893964,3.045
54955706,-1.945
55016647,5.0
55077202,4.89
55137501,4.655
55199556,5.675
55262826,-9.045
55327303,-1.62
55392124,-6.08
55456712,2.81
55520745,-0.7
55586203,-2.925
55651649,7.52
55717259,4.535
55782674,0.87
55847593,2.025
